student_id,programme,gpa_100,gpa_200,gpa_300,final_cgpa,low_performance,predicted_final_cgpa,low_performance_probability,trajectory_delta,risk_level,intervention_priority
NG-STU-0470,Computer Engineering,4.844444444444444,4.428571428571429,4.48936170212766,4.62616822429907,0,4.557792143538279,0.0011902217501633767,-0.3550827423167844,MODERATE,MONITOR
NG-STU-0471,Computer Engineering,4.088888888888889,3.204081632653061,2.830188679245283,3.44394618834081,0,3.3746617330251576,0.056107368603155426,-1.2587002096436057,MODERATE,MONITOR
NG-STU-0472,Computer Engineering,4.177777777777778,3.196078431372549,2.9183673469387754,3.48181818181818,0,3.4078887247470173,0.034229174182201574,-1.2594104308390026,MODERATE,MONITOR
NG-STU-0473,Computer Engineering,3.7555555555555555,3.2745098039215685,3.52,3.56561085972851,0,3.631436276397932,0.0029745388042423993,-0.23555555555555552,LOW,ROUTINE
NG-STU-0474,Computer Engineering,3.2,2.56140350877193,2.35,2.88,1,2.7287734859592088,0.9521790055329596,-0.8500000000000001,CRITICAL,URGENT
NG-STU-0475,Computer Engineering,4.111111111111111,2.7115384615384617,2.62,3.08,1,3.0690546879156155,0.42958140526779887,-1.4911111111111106,CRITICAL,URGENT
NG-STU-0476,Computer Engineering,3.888888888888889,2.581818181818182,2.1052631578947367,2.71887550200803,1,2.844586437909673,0.9315732972719835,-1.7836257309941521,CRITICAL,URGENT
NG-STU-0477,Computer Engineering,4.022222222222222,3.4705882352941178,3.2653061224489797,3.59090909090909,0,3.63442305158887,0.0023821945181687833,-0.7569160997732425,MODERATE,MONITOR
NG-STU-0478,Computer Engineering,4.622222222222222,3.938775510204082,3.8085106382978724,3.99082568807339,0,4.047871463287347,0.0011902217501633767,-0.8137115839243494,MODERATE,MONITOR
NG-STU-0479,Computer Engineering,4.377777777777778,3.7058823529411766,4.387755102040816,4.31651376146789,0,4.215113128801215,0.0011902217501633767,0.009977324263037879,LOW,ROUTINE
NG-STU-0480,Computer Engineering,3.422222222222222,2.9285714285714284,3.404255319148936,3.47511312217195,0,3.4014243052648743,0.0165581680888834,-0.017966903073285856,MODERATE,MONITOR
NG-STU-0481,Computer Engineering,4.534883720930233,4.591836734693878,4.836734693877551,4.67289719626168,0,4.7007799801608465,0.0011902217501633767,0.3018509729473182,LOW,ROUTINE
NG-STU-0482,Computer Engineering,4.4222222222222225,3.938775510204082,4.446808510638298,4.38785046728972,0,4.3564214025282695,0.0011902217501633767,0.02458628841607524,LOW,ROUTINE
NG-STU-0483,Computer Engineering,4.022222222222222,2.7884615384615383,2.1132075471698113,2.90944881889764,1,2.9520298085379806,0.8431532622272665,-1.9090146750524108,CRITICAL,URGENT
NG-STU-0484,Computer Engineering,4.7555555555555555,4.530612244897959,4.382978723404255,4.46261682242991,0,4.486512406481962,0.0011902217501633767,-0.37257683215130033,MODERATE,MONITOR
NG-STU-0485,Computer Engineering,4.733333333333333,3.9183673469387754,4.170212765957447,4.1214953271028,0,4.251257078598268,0.0011902217501633767,-0.5631205673758863,MODERATE,MONITOR
NG-STU-0486,Computer Engineering,4.688888888888889,4.020408163265306,4.127659574468085,4.45794392523364,0,4.295151741307463,0.0011902217501633767,-0.561229314420804,MODERATE,MONITOR
NG-STU-0487,Computer Engineering,4.066666666666666,2.7818181818181817,2.9649122807017543,3.21702127659574,0,3.2819430354024783,0.0739101153370313,-1.1017543859649122,HIGH,PRIORITY
NG-STU-0488,Computer Engineering,4.333333333333333,3.382978723404255,2.1538461538461537,3.36206896551724,0,3.3003045194176583,0.498626602936647,-2.1794871794871793,HIGH,PRIORITY
NG-STU-0489,Computer Engineering,3.6666666666666665,2.4285714285714284,2.5517241379310347,2.84210526315789,1,2.914528476288466,0.888479135220263,-1.1149425287356318,CRITICAL,URGENT
NG-STU-0490,Computer Engineering,3.9555555555555557,3.204081632653061,2.2244897959183674,2.94514767932489,1,3.077472312526399,0.6861446111030024,-1.7310657596371883,CRITICAL,URGENT
NG-STU-0491,Computer Engineering,4.733333333333333,4.326530612244898,4.361702127659575,4.45794392523364,0,4.434545441508952,0.0011902217501633767,-0.37163120567375874,MODERATE,MONITOR
NG-STU-0492,Computer Engineering,3.4,2.918032786885246,2.607142857142857,3.08510638297872,1,2.975763008054301,0.780062148342932,-0.7928571428571427,CRITICAL,URGENT
NG-STU-0493,Computer Engineering,4.4,3.4489795918367347,3.58,3.74311926605505,0,3.8676449306151257,0.0011902217501633767,-0.8200000000000003,MODERATE,MONITOR
NG-STU-0494,Computer Engineering,4.377777777777778,3.358490566037736,3.2653061224489797,3.6981981981982,0,3.6590509383393006,0.0023821945181687833,-1.1124716553287985,MODERATE,MONITOR
NG-STU-0495,Computer Engineering,3.6,2.849056603773585,3.1914893617021276,3.33181818181818,0,3.3284578936148668,0.029777602903580815,-0.4085106382978725,HIGH,PRIORITY
NG-STU-0496,Computer Engineering,4.866666666666666,4.612244897959184,4.638297872340425,4.74766355140187,0,4.674983719542896,0.0011902217501633767,-0.2283687943262409,LOW,ROUTINE
NG-STU-0497,Computer Engineering,3.9555555555555557,3.2857142857142856,3.234042553191489,3.48611111111111,0,3.522665124592909,0.0033756198259051818,-0.7215130023640666,MODERATE,MONITOR
NG-STU-0498,Computer Engineering,3.911111111111111,3.1785714285714284,4.297872340425532,3.875,0,3.9118284368503606,0.002789912170588388,0.38676122931442114,LOW,ROUTINE
NG-STU-0499,Computer Engineering,3.933333333333333,2.6271186440677967,2.2857142857142856,2.64772727272727,1,2.8897321068453943,0.8917735225800778,-1.6476190476190475,CRITICAL,URGENT
NG-STU-0500,Computer Engineering,4.555555555555555,3.63265306122449,3.5531914893617023,3.82242990654206,0,3.8415867154999224,0.0011902217501633767,-1.002364066193853,MODERATE,MONITOR
NG-STU-0501,Computer Engineering,4.711111111111111,4.571428571428571,4.51063829787234,4.64485981308411,0,4.592403535218154,0.0011902217501633767,-0.20047281323877097,LOW,ROUTINE
NG-STU-0502,Computer Engineering,4.355555555555555,3.673469387755102,3.276595744680851,3.83177570093458,0,3.75318871034762,0.001438498616926138,-1.078959810874704,MODERATE,MONITOR
NG-STU-0503,Computer Engineering,3.022222222222222,2.690909090909091,1.8113207547169812,2.40569395017794,1,2.4963263139229013,0.9821425940451399,-1.210901467505241,CRITICAL,URGENT
NG-STU-0504,Computer Engineering,4.177777777777778,3.0925925925925926,2.8653846153846154,3.21397379912664,0,3.3433055897160906,0.056107368603155426,-1.3123931623931626,HIGH,PRIORITY
NG-STU-0505,Computer Engineering,3.369565217391304,2.169491525423729,1.4179104477611941,2.15824915824916,1,2.2111275299259914,0.9945762116292705,-1.95165476963011,CRITICAL,URGENT
NG-STU-0506,Computer Engineering,3.8,3.018867924528302,3.3617021276595747,3.69369369369369,0,3.483739830605499,0.0037929921466292225,-0.43829787234042517,MODERATE,MONITOR
NG-STU-0507,Computer Engineering,3.6,3.0,3.9361702127659575,3.72972972972973,0,3.6185403650497365,0.010959348367447252,0.3361702127659574,LOW,ROUTINE
NG-STU-0508,Computer Engineering,4.377777777777778,3.3962264150943398,2.5,4.0,0,3.370543499722771,0.20065314984640242,-1.8777777777777782,MODERATE,MONITOR
NG-STU-0509,Computer Engineering,3.8222222222222224,2.9166666666666665,2.6382978723404253,3.2262443438914,0,3.2300377797472177,0.28130013800159664,-1.183924349881797,HIGH,PRIORITY
NG-STU-0510,Computer Engineering,4.333333333333333,3.510204081632653,3.75,3.71818181818182,0,3.8716395131080215,0.0011902217501633767,-0.583333333333333,MODERATE,MONITOR
NG-STU-0511,Computer Engineering,3.6444444444444444,2.5918367346938775,2.1864406779661016,2.97863247863248,1,2.770488109908211,0.964690070663306,-1.4580037664783427,CRITICAL,URGENT
NG-STU-0512,Computer Engineering,3.5238095238095237,3.0714285714285716,3.1176470588235294,3.44298245614035,0,3.3573845052455016,0.0453478592491083,-0.4061624649859943,MODERATE,MONITOR
NG-STU-0513,Computer Engineering,3.5,3.1132075471698113,3.5416666666666665,3.56053811659193,0,3.551773021445024,0.00807644630202461,0.04166666666666652,MODERATE,MONITOR
NG-STU-0514,Computer Engineering,4.086956521739131,2.35,1.7538461538461538,2.68560606060606,1,2.7034524369295365,0.9707201882865717,-2.333110367892977,CRITICAL,URGENT
NG-STU-0515,Computer Engineering,3.760869565217391,2.6296296296296298,2.5606060606060606,2.95219123505976,1,2.9873399975357917,0.8070331174243248,-1.2002635046113306,CRITICAL,URGENT
NG-STU-0516,Computer Engineering,3.891304347826087,3.5918367346938775,3.891304347826087,3.7887323943662,0,3.825919641435733,0.0016874100752780296,0.0,LOW,ROUTINE
NG-STU-0517,Computer Engineering,3.4565217391304346,3.0625,3.0625,3.04366812227074,1,3.2242223341761678,0.17049605391328565,-0.3940217391304346,HIGH,PRIORITY
NG-STU-0518,Computer Engineering,2.9347826086956523,2.5789473684210527,2.298507462686567,2.68965517241379,1,2.620272266413207,0.9851507726224379,-0.6362751460090852,CRITICAL,URGENT
NG-STU-0519,Computer Engineering,3.9130434782608696,3.4038461538461537,3.795918367346939,3.75342465753425,0,3.783548757477025,0.0016874100752780296,-0.11712511091393063,LOW,ROUTINE
NG-STU-0520,Computer Engineering,4.108695652173913,4.224489795918367,4.5,4.29107981220657,0,4.359982059485693,0.0011902217501633767,0.3913043478260869,LOW,ROUTINE
NG-STU-0521,Computer Engineering,2.276595744680851,1.7936507936507937,1.2222222222222223,1.88269794721408,1,1.9715481280538223,0.9982590352963409,-1.0543735224586288,CRITICAL,URGENT
NG-STU-0522,Computer Engineering,3.5,3.235294117647059,2.3461538461538463,3.20796460176991,0,2.9865031976689957,0.6830909605579824,-1.1538461538461537,CRITICAL,URGENT
NG-STU-0523,Computer Engineering,4.369565217391305,4.183673469387755,3.765957446808511,4.16355140186916,0,4.06759094149529,0.0011902217501633767,-0.6036077705827938,MODERATE,MONITOR
NG-STU-0524,Computer Engineering,3.652173913043478,3.0980392156862746,3.391304347826087,3.55348837209302,0,3.4833888945293787,0.00807644630202461,-0.26086956521739113,MODERATE,MONITOR
NG-STU-0525,Computer Engineering,3.608695652173913,3.547169811320755,3.9347826086956523,3.74654377880184,0,3.8137841707019864,0.0048950957943023335,0.32608695652173925,LOW,ROUTINE
NG-STU-0526,Computer Engineering,2.9347826086956523,2.4166666666666665,1.7941176470588236,2.60294117647059,1,2.4256506828928983,0.9921654993934972,-1.1406649616368287,CRITICAL,URGENT
NG-STU-0527,Computer Engineering,3.3260869565217392,2.225806451612903,1.7878787878787878,2.33935018050542,1,2.4075018950661087,0.9947637494475591,-1.5382081686429514,CRITICAL,URGENT
NG-STU-0528,Computer Engineering,4.369565217391305,4.285714285714286,3.84,4.28899082568807,0,4.16341695892103,0.0011902217501633767,-0.5295652173913048,MODERATE,MONITOR
NG-STU-0529,Computer Engineering,3.5217391304347827,3.0925925925925926,2.413793103448276,2.97083333333333,1,2.98664395904219,0.7810735473384054,-1.107946026986507,CRITICAL,URGENT
NG-STU-0530,Computer Engineering,4.217391304347826,3.9183673469387754,4.173913043478261,4.21596244131455,0,4.165542974204124,0.0011902217501633767,-0.04347826086956541,LOW,ROUTINE
NG-STU-0531,Computer Engineering,3.369565217391304,3.0784313725490198,3.0652173913043477,3.26027397260274,0,3.2434887968704884,0.05983794579730084,-0.30434782608695654,HIGH,PRIORITY
NG-STU-0532,Computer Engineering,3.782608695652174,3.5510204081632653,3.5217391304347827,3.69907407407407,0,3.709399214206565,0.0029745388042423993,-0.26086956521739113,LOW,ROUTINE
NG-STU-0533,Computer Engineering,4.3478260869565215,3.673469387755102,4.108695652173913,4.2018779342723,0,4.109885279094817,0.0011902217501633767,-0.23913043478260843,LOW,ROUTINE
NG-STU-0534,Computer Engineering,4.355555555555555,3.0727272727272728,3.6595744680851063,3.71428571428571,0,3.6848381366096277,0.002149377528861543,-0.6959810874704488,MODERATE,MONITOR
NG-STU-0535,Computer Engineering,4.333333333333333,3.5714285714285716,4.361702127659575,4.15277777777778,0,4.141860287910014,0.0011902217501633767,0.02836879432624162,LOW,ROUTINE
NG-STU-0536,Computer Engineering,2.977777777777778,2.180327868852459,3.8,3.14529914529915,0,3.334938739784969,0.23828525661086186,0.822222222222222,HIGH,PRIORITY
NG-STU-0537,Computer Engineering,3.088888888888889,3.0727272727272728,3.8,3.35111111111111,0,3.5147061718992068,0.012192513193345904,0.7111111111111108,MODERATE,MONITOR
NG-STU-0538,Computer Engineering,4.6,4.26530612244898,4.76595744680851,4.65740740740741,0,4.632351136641675,0.0011902217501633767,0.16595744680851077,LOW,ROUTINE
NG-STU-0539,Computer Engineering,3.8,3.3877551020408165,4.404255319148936,3.95833333333333,0,4.015969976273525,0.0016874100752780296,0.6042553191489359,LOW,ROUTINE
NG-STU-0540,Computer Engineering,3.8666666666666667,2.9183673469387754,3.297872340425532,3.44292237442922,0,3.448436345746755,0.0051926799802214565,-0.5687943262411346,MODERATE,MONITOR
NG-STU-0541,Computer Engineering,3.9555555555555557,3.326530612244898,3.872340425531915,3.65277777777778,0,3.769721619980588,0.0016874100752780296,-0.08321513002364078,LOW,ROUTINE
NG-STU-0542,Computer Engineering,3.933333333333333,3.3333333333333335,3.6595744680851063,3.68807339449541,0,3.702300016816716,0.0016874100752780296,-0.2737588652482268,LOW,ROUTINE
NG-STU-0543,Computer Engineering,4.6,4.0,4.425531914893617,4.2962962962963,0,4.4008910342848075,0.0011902217501633767,-0.17446808510638245,LOW,ROUTINE
NG-STU-0544,Computer Engineering,3.933333333333333,3.0392156862745097,4.26530612244898,3.74090909090909,0,3.78324934418584,0.0037929921466292225,0.33197278911564654,LOW,ROUTINE
NG-STU-0545,Computer Engineering,4.6,3.36734693877551,4.03921568627451,4.08968609865471,0,4.00448025107275,0.0011902217501633767,-0.56078431372549,MODERATE,MONITOR
NG-STU-0546,Computer Engineering,4.288888888888889,3.6792452830188678,4.574468085106383,4.2,0,4.292180434351476,0.0011902217501633767,0.28557919621749406,LOW,ROUTINE
NG-STU-0547,Computer Engineering,4.444444444444445,3.6122448979591835,4.276595744680851,4.18518518518519,0,4.181864915996072,0.0011902217501633767,-0.16784869976359396,LOW,ROUTINE
NG-STU-0548,Computer Engineering,3.977777777777778,3.196078431372549,4.387755102040816,3.84545454545455,0,3.9118284368503606,0.002789912170588388,0.40997732426303823,LOW,ROUTINE
NG-STU-0549,Computer Engineering,3.8222222222222224,2.980392156862745,3.8297872340425534,3.38181818181818,0,3.6289265769966725,0.0037929921466292225,0.00756501182033098,LOW,ROUTINE
NG-STU-0550,Computer Engineering,4.2444444444444445,3.3877551020408165,4.583333333333333,4.15207373271889,0,4.202362334343203,0.0011902217501633767,0.3388888888888886,LOW,ROUTINE
NG-STU-0551,Computer Engineering,4.488888888888889,3.857142857142857,4.468085106382978,4.34259259259259,0,4.302323027611263,0.0011902217501633767,-0.02080378250591064,LOW,ROUTINE
NG-STU-0552,Computer Engineering,3.466666666666667,2.5344827586206895,3.48,3.42857142857143,0,3.3558583782366243,0.0420185735704,0.013333333333333197,MODERATE,MONITOR
NG-STU-0553,Computer Engineering,3.3555555555555556,2.3469387755102042,3.851063829787234,3.42035398230089,0,3.431839616773682,0.13157145124320993,0.4955082742316783,MODERATE,MONITOR
NG-STU-0554,Computer Engineering,4.7555555555555555,3.8979591836734695,4.872340425531915,4.5,0,4.536314086602421,0.0011902217501633767,0.1167848699763594,LOW,ROUTINE
NG-STU-0555,Computer Engineering,3.0444444444444443,2.4464285714285716,2.7,2.8155737704918,1,2.92566134006278,0.8263572997195764,-0.3444444444444441,CRITICAL,URGENT
NG-STU-0556,Computer Engineering,3.6,3.2941176470588234,4.042553191489362,3.59090909090909,0,3.8201679320629145,0.0048950957943023335,0.4425531914893619,LOW,ROUTINE
NG-STU-0557,Computer Engineering,4.333333333333333,3.56,3.727272727272727,3.76497695852535,0,3.8716395131080215,0.0011902217501633767,-0.606060606060606,MODERATE,MONITOR
NG-STU-0558,Computer Engineering,4.555555555555555,4.061224489795919,4.680851063829787,4.51851851851852,0,4.523107716406269,0.0011902217501633767,0.12529550827423197,LOW,ROUTINE
NG-STU-0559,Computer Engineering,4.355555555555555,3.306122448979592,4.404255319148936,4.12962962962963,0,4.092790743267748,0.0011902217501633767,0.048699763593380574,LOW,ROUTINE
NG-STU-0560,Computer Engineering,4.0,3.176470588235294,3.8297872340425534,3.51376146788991,0,3.687597636541224,0.0025840264420554115,-0.1702127659574466,LOW,ROUTINE
NG-STU-0561,Computer Engineering,3.7111111111111112,2.9411764705882355,3.851063829787234,3.49082568807339,0,3.6167735113094097,0.010311071927420166,0.1399527186761227,LOW,ROUTINE
NG-STU-0562,Computer Engineering,3.977777777777778,3.204081632653061,4.042553191489362,3.83796296296296,0,3.818914974862147,0.002789912170588388,0.06477541371158413,LOW,ROUTINE
NG-STU-0563,Computer Engineering,4.155555555555556,3.3962264150943398,3.893617021276596,3.82727272727273,0,3.8581025878681836,0.0011902217501633767,-0.26193853427895997,LOW,ROUTINE
NG-STU-0564,Computer Engineering,4.177777777777778,3.8627450980392157,4.446808510638298,4.22018348623853,0,4.281224310357783,0.0011902217501633767,0.2690307328605197,LOW,ROUTINE
NG-STU-0565,Computer Engineering,4.466666666666667,3.8823529411764706,4.468085106382978,4.30275229357798,0,4.3564214025282695,0.0011902217501633767,0.0014184397163115037,LOW,ROUTINE
NG-STU-0566,Computer Engineering,4.266666666666667,3.489795918367347,4.170212765957447,4.13888888888889,0,4.0416708220512,0.0011902217501633767,-0.09645390070921955,LOW,ROUTINE
NG-STU-0567,Computer Engineering,3.6444444444444444,2.982456140350877,3.625,3.48908296943231,0,3.551118761885865,0.010959348367447252,-0.019444444444444375,MODERATE,MONITOR
NG-STU-0568,Computer Engineering,3.7111111111111112,3.5510204081632653,4.0638297872340425,3.76388888888889,0,3.8692374767051816,0.0046038672503413555,0.3527186761229313,LOW,ROUTINE
NG-STU-0569,Computer Engineering,3.7777777777777777,2.5714285714285716,3.857142857142857,3.59555555555556,0,3.5567296266384165,0.019467270079489084,0.07936507936507953,MODERATE,MONITOR
NG-STU-0570,Computer Engineering,4.288888888888889,3.7551020408163267,4.468085106382978,4.30555555555556,0,4.249432864216255,0.0011902217501633767,0.17919621749408954,LOW,ROUTINE
NG-STU-0571,Computer Engineering,3.933333333333333,3.3846153846153846,4.191489361702128,3.80821917808219,0,3.956889506873433,0.0016874100752780296,0.2581560283687945,LOW,ROUTINE
NG-STU-0572,Computer Engineering,3.466666666666667,3.489795918367347,4.326530612244898,3.8348623853211,0,3.933010660219108,0.006547893118471068,0.8598639455782315,LOW,ROUTINE
NG-STU-0573,Computer Engineering,3.3555555555555556,2.754385964912281,4.1063829787234045,3.4025974025974,0,3.5455711739589972,0.023976894050720732,0.7508274231678489,MODERATE,MONITOR
NG-STU-0574,Computer Engineering,3.577777777777778,3.2745098039215685,3.836734693877551,3.7847533632287,0,3.722326147147495,0.0048950957943023335,0.2589569160997729,LOW,ROUTINE
NG-STU-0575,Computer Engineering,3.8444444444444446,2.8823529411764706,3.7551020408163267,3.63800904977376,0,3.585900600949482,0.004436977470151742,-0.08934240362811785,MODERATE,MONITOR
NG-STU-0576,Computer Engineering,4.044444444444444,3.0408163265306123,3.204081632653061,3.24774774774775,0,3.4315058129931226,0.005350095516225022,-0.8403628117913833,MODERATE,MONITOR
NG-STU-0577,Computer Engineering,4.555555555555555,4.1020408163265305,4.361702127659575,4.26388888888889,0,4.352125680617569,0.0011902217501633767,-0.1938534278959807,LOW,ROUTINE
NG-STU-0578,Computer Engineering,3.1777777777777776,2.6724137931034484,3.784313725490196,3.36909871244635,0,3.4409385478922885,0.04346591877396102,0.6065359477124184,MODERATE,MONITOR
NG-STU-0579,Computer Engineering,4.044444444444444,3.730769230769231,4.702127659574468,4.36073059360731,0,4.291054814842391,0.0011902217501633767,0.6576832151300236,LOW,ROUTINE
NG-STU-0580,Computer Engineering,3.2954545454545454,2.389830508474576,2.1020408163265305,2.65714285714286,1,2.6121995309323207,0.9874122830460009,-1.193413729128015,CRITICAL,URGENT
NG-STU-0581,Computer Engineering,3.25,2.759259259259259,3.204081632653061,3.2618025751073,0,3.2653088062465696,0.04852465921051069,-0.04591836734693899,HIGH,PRIORITY
NG-STU-0582,Computer Engineering,2.4545454545454546,2.3,2.9215686274509802,2.74524714828897,1,2.9221079797535428,0.8948786004447258,0.46702317290552564,CRITICAL,URGENT
NG-STU-0583,Computer Engineering,4.704545454545454,4.782608695652174,4.959183673469388,4.82547169811321,0,4.7714260803264406,0.0011902217501633767,0.254638218923934,LOW,ROUTINE
NG-STU-0584,Computer Engineering,3.727272727272727,3.739130434782609,3.857142857142857,3.87264150943396,0,3.842525369389776,0.0029745388042423993,0.12987012987013014,LOW,ROUTINE
NG-STU-0585,Computer Engineering,4.159090909090909,4.630434782608695,4.755102040816326,4.60377358490566,0,4.613226932853337,0.0011902217501633767,0.5960111317254171,LOW,ROUTINE
NG-STU-0586,Computer Engineering,3.659090909090909,3.25,3.877551020408163,3.64018691588785,0,3.6814148081724642,0.0048950957943023335,0.21846011131725396,LOW,ROUTINE
NG-STU-0587,Computer Engineering,2.3863636363636362,1.8208955223880596,2.169811320754717,2.21305841924399,1,2.324592489578067,0.997477167732787,-0.21655231560891908,CRITICAL,URGENT
NG-STU-0588,Computer Engineering,4.431818181818182,4.739130434782608,4.26530612244898,4.51415094339623,0,4.49446330357304,0.0011902217501633767,-0.166512059369202,LOW,ROUTINE
NG-STU-0589,Computer Engineering,2.5454545454545454,3.5576923076923075,3.1538461538461537,3.17543859649123,0,3.40147473202208,0.03966112596585589,0.6083916083916083,MODERATE,MONITOR
NG-STU-0590,Computer Engineering,4.0227272727272725,3.14,3.8979591836734695,3.76388888888889,0,3.737233367925353,0.001968516760555075,-0.12476808905380299,LOW,ROUTINE
NG-STU-0591,Computer Engineering,3.6136363636363638,2.032258064516129,3.0588235294117645,2.92,1,2.993898079650808,0.6101988245949775,-0.5548128342245993,CRITICAL,URGENT
NG-STU-0592,Computer Engineering,3.6136363636363638,4.270833333333333,4.836734693877551,4.41588785046729,0,4.396199283082866,0.0048950957943023335,1.223098330241187,LOW,ROUTINE
NG-STU-0593,Computer Engineering,4.0227272727272725,4.456521739130435,4.755102040816326,4.54716981132075,0,4.537388061832883,0.0011902217501633767,0.7323747680890538,LOW,ROUTINE
NG-STU-0594,Computer Engineering,2.840909090909091,3.066666666666667,3.4285714285714284,3.31018518518519,0,3.3343970110948247,0.031646782150277594,0.5876623376623376,HIGH,PRIORITY
NG-STU-0595,Computer Engineering,3.7954545454545454,2.980392156862745,2.5918367346938775,3.12227074235808,0,3.0750497345183896,0.44507446430073305,-1.2036178107606679,CRITICAL,URGENT
NG-STU-0596,Computer Engineering,4.613636363636363,4.608695652173913,4.326530612244898,4.5188679245283,0,4.5045854377021755,0.0011902217501633767,-0.287105751391465,LOW,ROUTINE
NG-STU-0597,Computer Engineering,4.181818181818182,4.391304347826087,4.36734693877551,4.09302325581395,0,4.324965088147031,0.0011902217501633767,0.1855287569573285,LOW,ROUTINE
NG-STU-0598,Computer Engineering,3.909090909090909,2.9038461538461537,3.32,3.01626016260163,1,3.422381570823028,0.005358884627264628,-0.5890909090909093,MODERATE,MONITOR
NG-STU-0599,Computer Engineering,4.318181818181818,4.369565217391305,4.469387755102041,4.23584905660377,0,4.434481915732557,0.0011902217501633767,0.15120593692022233,LOW,ROUTINE
NG-STU-0600,Computer Engineering,1.9090909090909092,2.9322033898305087,2.1176470588235294,2.62878787878788,1,2.6252936822816855,0.9909195627756183,0.20855614973262027,CRITICAL,URGENT
NG-STU-0601,Computer Engineering,2.909090909090909,3.38,3.926829268292683,3.43805309734513,0,3.6110365859932103,0.013426454670075343,1.0177383592017737,LOW,ROUTINE
NG-STU-0602,Computer Engineering,4.0,3.6666666666666665,4.163265306122449,4.02803738317757,0,4.023561377204144,0.0015627576298455148,0.16326530612244916,LOW,ROUTINE
NG-STU-0603,Computer Engineering,3.522727272727273,4.108695652173913,4.510204081632653,4.32075471698113,0,4.229198951070684,0.0048950957943023335,0.9874768089053805,LOW,ROUTINE
NG-STU-0604,Computer Engineering,4.318181818181818,3.851063829787234,3.673469387755102,3.90610328638498,0,3.9414132903439367,0.0011902217501633767,-0.6447124304267162,MODERATE,MONITOR
NG-STU-0605,Computer Engineering,2.697674418604651,2.0634920634920637,2.450980392156863,2.69721115537849,1,2.6124293776091596,0.9905771591234974,-0.24669402644778815,CRITICAL,URGENT
NG-STU-0606,Computer Engineering,4.931818181818182,4.913043478260869,4.979591836734694,4.88207547169811,0,4.815607479702722,0.0011902217501633767,0.04777365491651242,LOW,ROUTINE
NG-STU-0607,Computer Engineering,4.181818181818182,4.291666666666667,4.020408163265306,4.03271028037383,0,4.184294797925637,0.0011902217501633767,-0.16141001855287573,LOW,ROUTINE
NG-STU-0608,Computer Engineering,3.272727272727273,3.6666666666666665,4.081632653061225,3.83181818181818,0,3.8374085973637673,0.006782087513989969,0.8089053803339517,LOW,ROUTINE
NG-STU-0609,Computer Engineering,2.4,2.2758620689655173,1.8067226890756303,2.4,1,2.3058446162008237,0.9982590352963409,-0.5932773109243696,CRITICAL,URGENT
NG-STU-0610,Computer Engineering,2.6363636363636362,2.88,3.549019607843137,3.26126126126126,0,3.3406166979152863,0.05154130343250796,0.9126559714795008,HIGH,PRIORITY
NG-STU-0611,Computer Engineering,3.7954545454545454,3.196078431372549,2.857142857142857,3.38636363636364,0,3.304667073503491,0.07775900942401416,-0.9383116883116882,HIGH,PRIORITY
NG-STU-0612,Computer Engineering,3.25,1.901639344262295,2.2115384615384617,2.52918287937743,1,2.570812587047434,0.9924240613214285,-1.0384615384615383,CRITICAL,URGENT
NG-STU-0613,Computer Engineering,4.613636363636363,4.8478260869565215,4.979591836734694,4.69339622641509,0,4.7314454466365135,0.0011902217501633767,0.36595547309833076,LOW,ROUTINE
NG-STU-0614,Computer Engineering,3.5,3.176470588235294,3.816326530612245,3.52073732718894,0,3.6079597979343223,0.00807644630202461,0.3163265306122449,LOW,ROUTINE
NG-STU-0615,Computer Engineering,4.318181818181818,2.7777777777777777,3.74468085106383,3.47727272727273,0,3.6293145412892303,0.004421795523853961,-0.5735009671179885,MODERATE,MONITOR
NG-STU-0616,Computer Engineering,2.727272727272727,3.2,3.0784313725490198,3.27272727272727,0,3.2351325622449902,0.11370111268642448,0.3511586452762927,HIGH,PRIORITY
NG-STU-0617,Computer Engineering,3.7954545454545454,4.0,4.36734693877551,4.10377358490566,0,4.205340434100302,0.0016874100752780296,0.5718923933209648,LOW,ROUTINE
NG-STU-0618,Computer Engineering,4.0,3.652173913043478,3.693877551020408,3.65277777777778,0,3.828616984843077,0.0015627576298455148,-0.30612244897959195,MODERATE,MONITOR
NG-STU-0619,Computer Engineering,4.0227272727272725,3.8333333333333335,4.346938775510204,4.13023255813953,0,4.13970348749356,0.0011902217501633767,0.32421150278293176,LOW,ROUTINE
NG-STU-0620,Computer Engineering,2.340909090909091,2.661290322580645,2.8627450980392157,2.7093023255814,1,2.9397951532452535,0.8051963102260907,0.5218360071301249,CRITICAL,URGENT
NG-STU-0621,Computer Engineering,2.590909090909091,2.090909090909091,1.6346153846153846,3.0,1,2.311738373029549,0.9982590352963409,-0.9562937062937062,CRITICAL,URGENT
NG-STU-0622,Computer Engineering,3.688888888888889,3.981132075471698,4.291666666666667,4.10502283105023,0,4.177674581788697,0.0048950957943023335,0.6027777777777779,LOW,ROUTINE
NG-STU-0623,Computer Engineering,2.1320754716981134,2.0615384615384613,1.4462809917355373,1.92380952380952,1,1.9715481280538223,0.9989826688366457,-0.6857944799625761,CRITICAL,URGENT
NG-STU-0624,Computer Engineering,4.333333333333333,3.82,3.297872340425532,3.73732718894009,0,3.777894260217483,0.001438498616926138,-1.035460992907801,MODERATE,MONITOR
